wavelength_nm,m11,m12,m13,m14,m21,m22,m23,m24,m31,m32,m33,m34,m41,m42,m43,m44,M00_transmission
420.0842,1.0,-0.007352053621172649,0.010789056961905233,0.006333542216788105,0.00019760807230184357,0.011062610933122323,0.629393956949952,-0.7826352788394658,-0.008094022332565962,0.7183763545636438,0.6284855565425149,0.5259940606772576,0.006323733706271937,0.7956594678971359,-0.46596265293303724,-0.4376964013704831,0.8300804122480053
420.57794,1.0,0.0010994049887047357,0.019245864876935647,0.0075430165193378996,0.005867927858848365,0.07811070058883822,0.668390814120245,-0.8030156050258672,-0.004000540980912308,0.6756041644242616,0.6213469307309505,0.5104146851839179,-0.007777993367511609,0.7988652319011036,-0.5032119815840576,-0.410365497778873,0.8291166728188293
421.07162,1.0,0.011885181341371604,0.013793429927736457,0.011255018890740785,-0.008002999688466926,0.030329833264028497,0.6578309782596339,-0.8014758278004237,-0.026535567770316404,0.7112905284604765,0.6025951658321159,0.5310598947053654,-0.003196975462109427,0.7506002650452083,-0.49631085365596717,-0.3935267864166702,0.8313914678654174
421.56516,1.0,0.0059261531797096855,0.002427312859720968,0.0021809238694197593,-0.0035661074812855568,0.0007661319908202625,0.6896962495334502,-0.7796585468442767,-0.026975893416881665,0.6816474440070855,0.6221590239715755,0.5262630492285183,0.0036267740078889657,0.7562506722223507,-0.513043825330208,-0.3802054790427122,0.8337141694933913
422.05862,1.0,0.02136792202829076,-0.014730521753312185,-0.015092091375865197,0.002693819785866562,0.03530699498133814,0.6951767422287859,-0.7820550999427146,0.00030434101725100094,0.6781815503527456,0.6644649235093459,0.5683621769085881,-0.015753464103589444,0.8053923599423861,-0.547774991360708,-0.3117190322821956,0.8416484887799903
422.55197,1.0,0.008958103924645624,-0.0006344550720870424,-0.031259376471734934,0.03421642120491558,0.06076604422164356,0.6369531895109609,-0.8095746097718115,-0.0005118340128270333,0.7189318566216669,0.639436715277851,0.595591060721548,-0.02233677013772939,0.806444577676649,-0.5484749293032125,-0.36344991183910097,0.839244172761607
423.04523,1.0,-0.010147144592248176,0.008352262133705584,-0.011847336748721562,0.011534473430798177,0.04589717515337143,0.6831638268149591,-0.8625607439403564,0.0011439106923461298,0.7273168081009712,0.5838051810265747,0.5564334093602323,-0.022120177307901782,0.8224182665607622,-0.5487551600020124,-0.3642887401069881,0.837542533999333
423.53836,1.0,-0.02555525381953646,0.011900788737922094,0.008263688546885452,0.020787443051133003,0.04740315685680669,0.684522440225459,-0.8548290368009525,-0.014651003714968448,0.7194907232401965,0.573741996765825,0.5843101770230598,-0.007023879407196942,0.8265383508093496,-0.5432098588472538,-0.37037582221240717,0.839390972954379
424.0314,1.0,-0.024418297962434322,-0.010816316310942617,0.02141099024547806,0.0029617913421177288,0.06814606983788406,0.6699778470620782,-0.8637119575818332,-0.007684263728819393,0.6380366463475884,0.6511723297075593,0.5809849215553698,-0.0027641069501295463,0.7744707261447101,-0.5170482840472232,-0.39345500406433215,0.840139477202963
424.52432,1.0,-0.013463535654417975,-0.01327735712629818,0.018383173033097996,-0.015557071581711466,0.07385492211779325,0.7056244066500139,-0.7767918858860604,0.020131679208989204,0.6372910346015077,0.6246896635503976,0.4894104380689715,0.002666024279271919,0.7716538127925675,-0.47093722709897423,-0.394660872230568,0.8441377036463168
425.01715,1.0,-0.022258282651277057,-0.0023980881424267636,-0.0005929330414988827,-0.009484522345468122,0.10381567634239924,0.6843030351868842,-0.7751092555544192,0.022778011959326758,0.5955727485337318,0.6414330304174852,0.5419825575155627,0.021076845456361168,0.7887806017225459,-0.49683939427928575,-0.4125265359228924,0.8549128213554666
